[-35071349ms] [ERROR] Failed to load resource: net::ERR_BLOCKED_BY_CLIENT @ https://static.cloudflareinsights.com/beacon.min.js/v4513226cdae34746b4dedf0b4dfa099e1781791509496:0
[-35070987ms] [INFO] This page uses Chrome's Built-In AI features (LanguageDetector)! We're always improving our models; please submit your feedback here: https://issues.chromium.org/issues/new?component=1583316 @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4893
[-2728887ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728887ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728885ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728554ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728552ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728551ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728551ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728550ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728549ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728547ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728412ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728412ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2728381ms] [WARNING] No available adapters. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2726864ms] [WARNING] OTS parsing error: Size of decompressed WOFF 2.0 is less than compressed size @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2659663ms] [ERROR] Creating a TrustedTypePolicy named 'sanitizer' violates the following Content Security policy directive: "trusted-types nfFM8 default". The action has been blocked. @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4931
[-2658596ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2658595ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2658593ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644400ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644399ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644398ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644398ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644398ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644398ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644398ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644397ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644397ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644397ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644397ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644395ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644226ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644226ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2644213ms] [WARNING] No available adapters. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2643780ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2643780ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2643777ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2643685ms] [WARNING] OTS parsing error: Size of decompressed WOFF 2.0 is less than compressed size @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/upgrade_reload/normal?lang=auto:0
[-2351286ms] [ERROR] Creating a TrustedTypePolicy named 'sanitizer' violates the following Content Security policy directive: "trusted-types nfFM8 default". The action has been blocked. @ chrome-extension://gjkaolmncjlagdhkamocpknlngfbfmnm/content_script.js:4931
[-2350504ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2350503ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[-2350498ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -719386ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -719386ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -719379ms] [ERROR] Blocked script execution in 'about:blank' because the document's frame is sandboxed and the 'allow-scripts' permission is not set. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716941ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716935ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716928ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716920ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716918ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716918ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716908ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716881ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716880ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716879ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716877ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716877ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716875ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716872ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_[half_]float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -716870ms] [WARNING] WebGL: INVALID_ENUM: getInternalformatParameter: invalid internalformat when EXT_color_buffer_float is not enabled @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -711094ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -711090ms] [WARNING] The powerPreference option is currently ignored when calling requestAdapter() on Windows. See https://crbug.com/369219127 @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -710784ms] [WARNING] No available adapters. @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
[ -707336ms] [WARNING] OTS parsing error: Size of decompressed WOFF 2.0 is less than compressed size @ https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/turnstile/f/av0/rch/cg7ry/0x4AAAAAAAc2BQjPEms9tKlM/auto/fbE/auto_expire/normal?lang=auto:0
